timestamp,quat_0,quat_1,quat_2,quat_3,Control error [deg]
1735207980.0,-0.1367658118152419,0.8992549151948351,0.3834989989665772,0.1598881734465703,0.0226762011438381
1735208040.0,-0.1602807128600705,0.9068311447061544,0.311029692260338,0.2350061671710614,0.0255142284935914
1735208100.0,-0.1539981503232852,0.9105465377979064,0.1319521688742313,0.3602474112754164,0.0612754216148232
1735208160.0,0.0489260230715721,0.8579689042742765,-0.3298747744288332,0.390740625940436,0.1883157680235285
1735208220.0,0.1204796439632019,0.726966784361048,-0.6556477563591556,0.1647117767722238,0.0757276059887317
1735208280.0,0.0622445051814505,0.6555804739319395,-0.7511100892399288,0.0466207852344419,0.0528201319780237
1735208340.0,0.0124567898837661,0.6163361312783479,-0.787292459532462,-0.0120492667809193,0.0315043712924421
1735208400.0,-0.0248218174047271,0.5916740427399506,-0.8043911366422026,-0.0475458075959914,0.0091013606627825
1735208460.0,-0.0546434759206161,0.5745780949525868,-0.8133805232851508,-0.072706448684718,0.0167462930934334
1735208490.0,-0.0503606745024598,0.7094165974331901,-0.7029814014417773,-0.0030071542905525,147.11437082915612
1735208500.0,0.0223278914518866,0.9352612231225966,-0.2588521488013001,0.2403819353601408,81.93811449459616
1735208510.0,0.0659224537956595,0.9172184955769564,0.1213964378101631,0.3736674542211392,34.902552930169634
1735208520.0,0.0781953756209722,0.8526839131775913,0.3007745821882667,0.4199408031486323,12.127183262902465
1735208530.0,0.0782803683174134,0.8182904305846442,0.3646855057318298,0.4373527604335053,3.383801081772674
1735208540.0,0.0732993260057089,0.8047392929474393,0.3859313499826532,0.4450605265513123,0.4298540645911544
1735208550.0,0.0715260164657442,0.7982225863571605,0.3902309850916383,0.4532598701321764,0.996572634908432
1735208560.0,0.0697305921678093,0.7967360722581199,0.3879825536916212,0.4580598363855519,1.1460576221450651
1735208570.0,0.0679165571616439,0.7972107319117459,0.383729525592241,0.4610792137765497,0.9369362234700702
1735208580.0,0.0660024550411659,0.7980771485074777,0.3792169258305077,0.4635850128319201,0.6693260295994037
1735208590.0,0.0638751936304832,0.7987027750790889,0.3751133486692176,0.4661371175628439,0.4772537004960782
1735208600.0,0.0611295557066079,0.7988573339127892,0.3713108162491706,0.4692743496178305,0.359252093942132
1735208610.0,0.0583865565539019,0.7986465184555168,0.3677453446797051,0.4727770193643772,0.2937871876047211
1735208620.0,0.0555144510399771,0.7983381348613889,0.3641861333959091,0.4763851681086489,0.2303569542850141
1735208630.0,0.0528745050436639,0.7977925287441623,0.3609757599194796,0.4800290288586065,0.2232791807089711
1735208640.0,0.0500072323488109,0.7971603096293739,0.3575952495605914,0.4839011830488854,0.1870204581492771
1735208650.0,0.0470094109046457,0.796535712159896,0.3544634594717836,0.4875209025668751,0.1659305001554116
1735208660.0,0.0440119764662625,0.79583915884123,0.3512163696573168,0.4912738959757086,0.1374551135138517
1735208665.0,0.0426982414331192,0.7955181263738643,0.3495413244089063,0.4931010376379298,0.128557553447365
1735208665.25,0.0426680939052114,0.7954841111895529,0.3494839196017074,0.493199201689632,0.1332551840103519
1735208665.5,0.0426036165956352,0.7954622014407048,0.3494063170460694,0.4932950876913142,0.1336361305717446
1735208665.75,0.0425292865219649,0.795464072572279,0.3493125116631769,0.4933649138621631,0.1314255961092953
1735208666.0,0.0424571437533126,0.7954477529770568,0.3492143652409151,0.4934669090602189,0.1292376150674385
1735208666.25,0.0424175524827588,0.7954226967613591,0.3491385658626217,0.4935643286803162,0.131488965622168
1735208666.5,0.0423339516037861,0.7954339076636902,0.3490549163730612,0.49361260157767,0.1296015441551503
1735208666.75,0.0422529809099165,0.7954500166946028,0.3489651061037201,0.4936570786151065,0.1275605980392811
1735208667.0,0.0421819315994584,0.7954338342968407,0.3489027835257726,0.4937332757170946,0.1290431938525102
1735208667.25,0.0421143900601386,0.7954102133054527,0.3488531005444098,0.4938121960419656,0.1320455971527963
1735208667.5,0.0420443917381864,0.7953818296243033,0.3487555492076775,0.4939327698419219,0.1299079072348377
1735208667.75,0.0419720833026498,0.7953778252842314,0.3486643979795315,0.494009713316381,0.1284044611987838
1735208668.0,0.0418756538877335,0.7953397936193091,0.348584085950776,0.4941357883405446,0.1263381480865177
1735208668.25,0.0418388818150198,0.7953203883837436,0.34846339039221,0.4942552512072749,0.1242157749896932
1735208668.5,0.0417397888893079,0.7953034784020218,0.3483685033641309,0.4943577177803096,0.120527832145342
1735208668.75,0.0416613389943219,0.795292580669796,0.3482637321202732,0.4944556773406842,0.1172276753832761
1735208669.0,0.0415679371171312,0.7952688537173696,0.348179421043706,0.4945610656658656,0.1150425444693041
