timestamp,eci x [m],eci y [m],eci z [m]
1735208755.75,-1797137.083976573,-4930465.414734417,4379216.046808688
1735208756.0,-1797850.337885045,-4931492.025216129,4377772.222460947
1735208756.25,-1798563.4517322031,-4932518.251509747,4376328.056097365
1735208756.5,-1799276.4254624578,-4933544.093535191,4374883.547830533
1735208756.75,-1799989.259020132,-4934569.551212267,4373438.697773285
1735208757.0,-1800701.9523496572,-4935594.624460948,4371993.506038279
1735208757.25,-1801414.5053954446,-4936619.313201196,4370547.972738256
1735208757.5,-1802126.9181019133,-4937643.617352997,4369102.09798599
1735208757.75,-1802839.190413539,-4938667.536836431,4367655.88189421
1735208758.0,-1803551.3222746137,-4939691.071571331,4366209.324576043
1735208758.25,-1804263.313629776,-4940714.221478042,4364762.426143967
1735208758.5,-1804975.1644234185,-4941736.9864765685,4363315.186711016
1735208758.75,-1805686.874600017,-4942759.366487048,4361867.606390099
1735208759.0,-1806398.4441040196,-4943781.361429606,4360419.685294227
1735208759.25,-1807109.872880007,-4944802.971224541,4358971.423536208
1735208759.5,-1807821.1608723672,-4945824.195791923,4357522.821229259
1735208759.75,-1808532.308025804,-4946845.035052274,4356073.878486034
1735208760.0,-1809243.3142846408,-4947865.488925585,4354624.595420005
