timestamp,frame index,eci x [m],eci y [m],eci z [m],q_eta,q_e1,q_e2,q_e3
1735211757.037797,20,-570894.2403857403,-4712574.003535229,5089959.398867458,-0.03530105748175428,-0.8100407265514081,-0.4154945308977444,-0.41222344411417305
1735211757.162797,21,-571162.2352483004,-4713233.924205001,5089336.915445134,-0.03525892568423823,-0.8100397788828129,-0.41546000492735863,-0.41226480734294924
1735211757.287797,22,-571430.2301108604,-4713893.844874773,5088714.432022811,-0.035216793886722185,-0.8100388312142177,-0.4154254789569729,-0.41230617057172536
1735211757.412797,23,-571698.2249734205,-4714553.765544545,5088091.948600488,-0.03517466208920614,-0.8100378835456225,-0.4153909529865871,-0.4123475338005015
1735211757.537797,24,-571966.2198359806,-4715213.686214318,5087469.465178165,-0.035132530291690084,-0.8100369358770273,-0.41535642701620135,-0.4123888970292776
1735211757.662797,25,-572234.2146985406,-4715873.606884089,5086846.981755841,-0.03509039849417404,-0.810035988208432,-0.4153219010458156,-0.41243026025805374
1735211757.787797,26,-572502.2095611007,-4716533.527553862,5086224.498333517,-0.03504826669665799,-0.8100350405398369,-0.41528737507542984,-0.41247162348682986
1735211757.912797,27,-572770.2044236608,-4717193.448223634,5085602.014911194,-0.035006134899141936,-0.8100340928712416,-0.41525284910504406,-0.41251298671560604
1735211758.037797,28,-573038.1992862208,-4717853.368893406,5084979.531488871,-0.03496400310162589,-0.8100331452026465,-0.4152183231346583,-0.41255434994438217
1735211758.162797,29,-573306.1941487809,-4718513.289563178,5084357.048066547,-0.03492187130410984,-0.8100321975340512,-0.41518379716427256,-0.4125957131731583
